q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
21,2,1219,"Think about the events involving sinkhole emergence at Luzon Region. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Luzon Region}, *, {sinkhole emergence})",Entities,all,"{'Henry Reed', 'Benjamin Green'}","{11, 7}","{7: 'Benjamin Green', 11: 'Henry Reed'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
21,2,1238,"Think about the events involving volcanic eruption at Nairobi County. List all protagonists involved in these events, without mentioning the events themselves.","(*, s, *, c)","(*, {Nairobi County}, *, {volcanic eruption})",Entities,all,"{'Levi Rodriguez', 'Benjamin Green'}","{53, 14}","{14: 'Benjamin Green', 53: 'Levi Rodriguez'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,2,558,"Recall all events related to sinkhole emergence that occurred at Luzon Region. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Luzon Region}, *, {sinkhole emergence})",Times,all,"{'May 11, 2026', 'February 27, 2026'}","{11, 7}","{7: 'February 27, 2026', 11: 'May 11, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
20,2,574,"Recall all events related to volcanic eruption that occurred at Nairobi County. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, c)","(*, {Nairobi County}, *, {volcanic eruption})",Times,all,"{'July 25, 2024', 'April 09, 2026'}","{53, 14}","{14: 'April 09, 2026', 53: 'July 25, 2024'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent,s|c,True
4,2,370,"Consider the location Minas Gerais. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Minas Gerais}, *, *)",Entities,all,"{'Lily Nguyen', 'Mila Gonzalez'}","{26, 23}","{23: 'Lily Nguyen', 26: 'Mila Gonzalez'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,2,373,"Consider the location North Dakota. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {North Dakota}, *, *)",Entities,all,"{'Lucy Carter', 'Mila Gonzalez'}","{9, 52}","{9: 'Mila Gonzalez', 52: 'Lucy Carter'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,2,377,"Consider the location Sichuan Province. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Sichuan Province}, *, *)",Entities,all,"{'Noah Williams', 'Levi Rodriguez'}","{58, 60}","{58: 'Levi Rodriguez', 60: 'Noah Williams'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
4,2,378,"Consider the location Split-Dalmatia County. List all protagonists that have been involved in any events at this location, without mentioning the events themselves.","(*, s, *, *)","(*, {Split-Dalmatia County}, *, *)",Entities,all,"{'Zoe Brown', 'Ezra Edwards'}","{1, 57}","{1: 'Ezra Edwards', 57: 'Zoe Brown'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,2,1139,"Think about all events that have occurred at Minas Gerais. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Minas Gerais}, *, *)",Times,all,"{'June 14, 2025', 'April 09, 2026'}","{26, 23}","{23: 'April 09, 2026', 26: 'June 14, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,2,1142,"Think about all events that have occurred at North Dakota. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {North Dakota}, *, *)",Times,all,"{'February 27, 2026', 'November 13, 2026'}","{9, 52}","{9: 'February 27, 2026', 52: 'November 13, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,2,1146,"Think about all events that have occurred at Sichuan Province. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Sichuan Province}, *, *)",Times,all,"{'June 14, 2025', 'May 11, 2026'}","{58, 60}","{58: 'May 11, 2026', 60: 'June 14, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
3,2,1147,"Think about all events that have occurred at Split-Dalmatia County. Provide a list of all dates when these events took place, without describing the events.","(*, s, *, *)","(*, {Split-Dalmatia County}, *, *)",Times,all,"{'September 13, 2025', 'November 13, 2026'}","{1, 57}","{1: 'September 13, 2025', 57: 'November 13, 2026'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,2,735,"Recall the various events that have taken place at Minas Gerais. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Minas Gerais}, *, *)",Event contents,all,"{'residential tower fire', 'fishing fleet loss'}","{26, 23}","{23: 'residential tower fire', 26: 'fishing fleet loss'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,2,738,"Recall the various events that have taken place at North Dakota. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {North Dakota}, *, *)",Event contents,all,"{'bridge collapse', 'volcanic eruption'}","{9, 52}","{9: 'bridge collapse', 52: 'volcanic eruption'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,2,742,"Recall the various events that have taken place at Sichuan Province. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Sichuan Province}, *, *)",Event contents,all,"{'train derailment', 'fishing fleet loss'}","{58, 60}","{58: 'train derailment', 60: 'fishing fleet loss'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
5,2,743,"Recall the various events that have taken place at Split-Dalmatia County. Describe what happened during these events, focusing on the actions or occurrences rather than the timing or people involved.","(*, s, *, *)","(*, {Split-Dalmatia County}, *, *)",Event contents,all,"{'nuclear plant meltdown', 'vote counting disruption'}","{1, 57}","{1: 'vote counting disruption', 57: 'nuclear plant meltdown'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|ent|c,s,True
18,2,27,"Consider all events involving Levi Rodriguez at Nairobi County. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Nairobi County}, {Levi Rodriguez}, *)",Times,all,"{'May 28, 2025', 'July 25, 2024'}","{53, 55}","{53: 'July 25, 2024', 55: 'May 28, 2025'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
19,2,902,"Reflect on Levi Rodriguez's experiences at Nairobi County. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.","(*, s, ent, *)","(*, {Nairobi County}, {Levi Rodriguez}, *)",Event contents,all,"{'magnitude 9.0 earthquake', 'volcanic eruption'}","{53, 55}","{53: 'volcanic eruption', 55: 'magnitude 9.0 earthquake'}",2,2,set(),,Search,Keyed retrieval from episodic event memory,t|c,s|ent,True
2,"{3,4,5}",867,"Reflect on April 09, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({April 09, 2026}, *, *, *)",Event contents,all,"{'factory explosion', 'residential tower fire', 'volcanic eruption'}","{46, 14, 23}","{14: 'volcanic eruption', 23: 'residential tower fire', 46: 'factory explosion'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,"{3,4,5}",882,"Reflect on February 27, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({February 27, 2026}, *, *, *)",Event contents,all,"{'bridge collapse', 'volcanic eruption', 'residential tower fire', 'sinkhole emergence'}","{7, 9, 44, 19, 21}","{7: 'sinkhole emergence', 9: 'bridge collapse', 19: 'bridge collapse', 21: 'volcanic eruption', 44: 'residential tower fire'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,"{3,4,5}",901,"Reflect on June 14, 2025. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({June 14, 2025}, *, *, *)",Event contents,all,"{'train derailment', 'political assassination', 'volcanic eruption', 'fishing fleet loss'}","{45, 17, 54, 26, 60}","{17: 'volcanic eruption', 26: 'fishing fleet loss', 45: 'political assassination', 54: 'train derailment', 60: 'fishing fleet loss'}",4,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,"{3,4,5}",912,"Reflect on March 23, 2024. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({March 23, 2024}, *, *, *)",Event contents,all,"{'sports venue riot', 'landslide disaster', 'volcanic eruption'}","{16, 38, 5, 22}","{5: 'sports venue riot', 16: 'volcanic eruption', 22: 'landslide disaster', 38: 'volcanic eruption'}",3,4,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
2,"{3,4,5}",915,"Reflect on May 11, 2026. Describe all the key events that occurred on this date, focusing on what happened rather than who was involved or where it took place.","(t, *, *, *)","({May 11, 2026}, *, *, *)",Event contents,all,"{'flash flood emergency', 'vote counting disruption', 'sinkhole emergence', 'train derailment', 'factory explosion'}","{40, 43, 11, 12, 58}","{11: 'sinkhole emergence', 12: 'vote counting disruption', 40: 'flash flood emergency', 43: 'factory explosion', 58: 'train derailment'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,"{3,4,5}",215,"Consider all events that happened on April 09, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({April 09, 2026}, *, *, *)",Entities,all,"{'Lily Nguyen', 'Scarlett Thomas', 'Benjamin Green'}","{46, 14, 23}","{14: 'Benjamin Green', 23: 'Lily Nguyen', 46: 'Scarlett Thomas'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,"{3,4,5}",218,"Consider all events that happened on February 27, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({February 27, 2026}, *, *, *)",Entities,all,"{'Jackson Ramos', 'Mila Gonzalez', 'Julian Ross', 'Benjamin Green', 'Hazel Lewis'}","{7, 9, 44, 19, 21}","{7: 'Benjamin Green', 9: 'Mila Gonzalez', 19: 'Jackson Ramos', 21: 'Julian Ross', 44: 'Hazel Lewis'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,"{3,4,5}",222,"Consider all events that happened on June 14, 2025. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({June 14, 2025}, *, *, *)",Entities,all,"{'Mila Gonzalez', 'Scarlett Thomas', 'Noah Williams', 'Zoe Brown', 'Levi Rodriguez'}","{45, 17, 54, 26, 60}","{17: 'Zoe Brown', 26: 'Mila Gonzalez', 45: 'Scarlett Thomas', 54: 'Levi Rodriguez', 60: 'Noah Williams'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,"{3,4,5}",223,"Consider all events that happened on March 23, 2024. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({March 23, 2024}, *, *, *)",Entities,all,"{'Logan Diaz', 'Zoe Brown', 'Henry Reed', 'Mila Gonzalez'}","{16, 38, 5, 22}","{5: 'Logan Diaz', 16: 'Zoe Brown', 22: 'Mila Gonzalez', 38: 'Henry Reed'}",4,4,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
1,"{3,4,5}",226,"Consider all events that happened on May 11, 2026. Provide a list of all protagonists involved in any of these events, without describing the events themselves.","(t, *, *, *)","({May 11, 2026}, *, *, *)",Entities,all,"{'Chloe Castillo', 'Samuel Parker', 'Henry Reed', 'Bella Alvarez', 'Levi Rodriguez'}","{40, 43, 11, 12, 58}","{11: 'Henry Reed', 12: 'Chloe Castillo', 40: 'Samuel Parker', 43: 'Bella Alvarez', 58: 'Levi Rodriguez'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,"{3,4,5}",588,"Recall all the events that occurred on April 09, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({April 09, 2026}, *, *, *)",Spaces,all,"{'Minas Gerais', 'Greater Mumbai', 'Nairobi County'}","{46, 14, 23}","{14: 'Nairobi County', 23: 'Minas Gerais', 46: 'Greater Mumbai'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
0,"{3,4,5}",591,"Recall all the events that occurred on February 27, 2026. Without describing the events, list all the unique locations where these events took place.","(t, *, *, *)","({February 27, 2026}, *, *, *)",Spaces,all,"{'Greater Mumbai', 'Rajasthan', 'Luzon Region', 'Dodoma Region', 'North Dakota'}","{7, 9, 44, 19, 21}","{7: 'Luzon Region', 9: 'North Dakota', 19: 'Greater Mumbai', 21: 'Dodoma Region', 44: 'Rajasthan'}",5,5,set(),,Search,Keyed retrieval from episodic event memory,s|ent|c,t,True
